type	locus	start	end	orientation	annot
gene	STM0029	32545	32994	11	
CDS	STM0029	32545	32994	11	transcriptional regulator
RBS		32995	33000	11	
gene	STM0030	33364	34368	0	
CDS	STM0030	33364	34368	0	LysR family transcriptional regulator
gene	STM0031	34376	34816	11	
CDS	STM0031	34376	34816	11	transcriptional regulator
RBS	STM0032	35331	35336	0	
CDS	STM0032	35339	37057	0	arylsulfatase
gene	STM0033	37103	38674	11	
CDS	STM0033	37103	38674	11	5'-nucleotidase
gene	STM0034	38773	39534	11	
CDS	STM0034	38773	39534	11	outer membrane/exported protein
RBS		39535	39540	11	
gene	STM0035	40131	41624	0	
CDS	STM0035	40131	41624	0	arylsulfatase
RBS	STM0036	41717	41722	0	
CDS	STM0036	41723	42913	0	arylsulfatase regulator
RBS	STM0037	42926	42931	0	
CDS	STM0037	42932	44185	0	cytoplasmic protein
RBS	STM0038	44305	44310	0	
CDS	STM0038	44312	46027	0	arylsulfatase
-35_signal		46083	46091	0	
RBS	STM0039	46179	46184	0	
CDS	STM0039	46190	47356	0	exports sodium by using the electrochemical protongradient to allow protons into the cell; functions inNa(+)/H(+) antiporter NhaA
RBS	STM0040	47407	47412	0	
CDS	STM0040	47418	48317	0	Na+/H+ antiporter regulatory protein; activates thegenes nhaA and osmCtranscriptional activator NhaR
gene	STM0041	48372	50411	11	
CDS	STM0041	48372	50411	11	glycosyl hydrolase
RBS	STM0042	50412	50417	11	
CDS	STM0042	50451	51824	11	sodium galactoside symporter
RBS	STM0043	51824	51829	11	
CDS	STM0043	52280	52543	11	binds directly to the 16S rRNA and is involved inpost-translational inhibition of arginine and ornithine30S ribosomal protein S20
RBS	STM0044	52545	52550	11	
CDS	STM0044	52649	52864	0	cytoplasmic protein
gene	STM0045	52872	53810	0	
CDS	STM0045	52872	53810	0	catalyzes the formation of FMN from riboflavin andthe formation of FAD from FMN; in Bacillus the ribC genebifunctional riboflavin kinase/FMNadenylyltransferase
RBS	STM0046	53838	53843	0	
CDS	STM0046	53855	56689	0	IleRS; catalyzes the formation ofisoleucyl-tRNA(Ile) from isoleucine and tRNA(Ile); sinceisoleucine--tRNA ligase
gene	STM0047	56689	57189	0	
CDS	STM0047	56689	57189	0	lipoprotein signal peptidase; integral membraneprotein that removes signal peptides from prolipoproteinslipoprotein signal peptidase
RBS	STM0048	57328	57333	0	
CDS	STM0048	57344	57793	0	peptidyl-prolyl cis-trans isomerase
RBS	STM0048	57782	57787	0	
gene	STM0049	57796	58746	0	
CDS	STM0049	57796	58746	0	catalyzes the conversion of1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into4-hydroxy-3-methylbut-2-enyl diphosphatereductase
RBS	STM0050	58940	58945	0	
CDS	STM0050	58946	60148	0	nitrite reductase
RBS	STM0051	60151	60156	0	
CDS	STM0051	60164	61084	0	catalyzes the hydrolysis of both purine andpyrimidine ribonucleosidesribonucleoside hydrolase RihC
gene	STM0052	61106	61792	11	
CDS	STM0052	61106	61792	11	transcriptional regulator
RBS	STM0053	61792	61797	11	
CDS	STM0053	61794	63413	11	sensory histidine kinase
gene	STM0054	63548	64849	11	
CDS	STM0054	63548	64849	11	oxaloacetate decarboxylase beta chain(SW:DCOB_SALTY)oxalacetate decarboxylase subunit beta
RBS	STM0055	64850	64855	11	
CDS	STM0055	64862	66637	11	catalyzes the formation of pyruvate fromoxaloacetateoxaloacetate decarboxylase subunit alpha
RBS	STM0056	66639	66644	11	
CDS	STM0056	66654	66893	11	catalyzes the decarboxylation of oxaloacetate toform pyruvate and carbon dioxideoxaloacetate decarboxylase subunit gamma
RBS	STM0057	66894	66899	11	
CDS	STM0057	67052	68392	11	citrate-sodium symporter
RBS	STM0058	68395	68400	11	
CDS	STM0058	68637	69680	0	citrate lyase synthetase
RBS	STM0059	69703	69708	0	
CDS	STM0059	69710	70003	0	acyl carrier protein; with CitE and CitF catalyzesthe formation of oxaloacetate from citratecitrate lyase subunit gamma
RBS	STM0059	69994	69999	0	
gene	STM0060	70000	70869	0	
CDS	STM0060	70000	70869	0	citrate lyase subunit beta
RBS	STM0061	70873	70878	0	
CDS	STM0061	70880	72400	0	citrate-ACP transferasecitrate lyase subunit alpha
RBS	STM0061	72394	72399	0	
gene	STM0062	72400	72951	0	
CDS	STM0062	72400	72951	0	cytoplasmic protein
RBS	STM0062	72923	72928	0	
gene	STM0063	72929	73837	0	
CDS	STM0063	72929	73837	0	modifier of citrate lyase protein2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-Asynthase
RBS	STM0064	74007	74012	0	
CDS	STM0064	74017	74838	0	catalyzes the reduction of 2,3-dihydrodipicolinateto 2,3,4,5-tetrahydrodipicolinate in lysine and4-hydroxy-tetrahydrodipicolinate reductase
gene	STM04610	74964	75239	11	
CDS	STM04610	74964	75239	11	hypothetical protein
protein_bind		75470	75484	0	
-35_signal		75812	75820	0	
-10_signal		75836	75844	0	
RBS	STM0066	75868	75873	0	
CDS	STM0066	75880	77028	0	catalyzes production of carbamoyl phosphate frombicarbonate and glutamine in pyrimidine and argininecarbamoyl phosphate synthase small subunit
RBS	STM0067	77030	77035	0	
CDS	STM0067	77047	80274	0	four CarB-CarA dimers form the carbamoyl phosphatesynthetase holoenzyme that catalyzes the production ofcarbamoyl phosphate synthase large subunit
protein_bind		80396	80420	0	
protein_bind		80416	80436	0	
-35_signal		80459	80467	0	
RBS	STM0068	80537	80542	0	
CDS	STM0068	80548	80943	0	regulator of carnitine metabolism; induces thecaiTABCDE and fixABCX operonsDNA-binding transcriptional activator CaiF
gene	STM0069	81020	81616	11	
CDS	STM0069	81020	81616	11	involved in the synthesis of a cofactor requiredfor carnitine dehydratase and carnitine racemasecarnitine operon protein CaiE
RBS	STM0070	81622	81627	11	
CDS	STM0070	81725	82510	11	catalyzes the dehydration of L-carnitinyl-CoA tocrotonobetainyl-CoAcarnitinyl-CoA dehydratase
RBS	STM0071	82518	82523	11	
CDS	STM0071	82564	84117	11	crotonobetaine/carnitine-CoA ligase
RBS	STM0072	84126	84131	11	
CDS	STM0072	84180	85397	11	catalyzes formation of L-carnitinyl-CoA bytransfering the CoA moiety from gamma-butyrobetainyl-CoA,crotonobetainyl-CoA:carnitine CoA-transferase
RBS	STM0073	85405	85410	11	
CDS	STM0073	85509	86651	11	catalyzes the reduction of crotonobetainyl-CoA togamma-butyrobetainyl-CoAcrotonobetainyl-CoA dehydrogenase
RBS	STM0074	86657	86662	11	
CDS	STM0074	86686	88203	11	catalyzes the exchange of L-carnitine forgamma-butyrobetaine in carnitine metabolismL-carnitine/gamma-butyrobetaine antiporter
RBS		88211	88216	11	
gene	STM04615	88431	88616	0	
CDS	STM04615	88431	88616	0	hypothetical protein
protein_bind	STM04615	88461	88489	0	
protein_bind	STM04615	88532	88552	0	
-35_signal	STM04615	88547	88555	0	
-10_signal	STM04615	88574	88582	0	
RBS	STM0075	88673	88678	0	
CDS	STM0075	88684	89454	0	required for anaerobic carnitine reduction, may actto transfer electrons to crotonobetaine reductaseelectron transfer flavoprotein FixA
RBS	STM0076	89459	89464	0	
CDS	STM0076	89470	90411	0	involved in electron transfer during carnitinemetabolismelectron transfer flavoprotein FixB
RBS	STM0077	90450	90455	0	
CDS	STM0077	90461	91747	0	FAD/NAD(P)-binding domain; possibly part of anelectron transfer system required for anaerobic carnitineoxidoreductase FixC
RBS	STM0077	91728	91733	0	
gene	STM0078	91744	92031	0	
CDS	STM0078	91744	92031	0	ferredoxin-lik3 protein FixX
RBS	STM0079	92166	92171	0	
CDS	STM0079	92178	93518	0	MFS family transporter
RBS	STM0080	93601	93606	0	
CDS	STM0080	93607	93837	0	outer membrane lipoprotein
RBS	STM0081	94123	94128	0	
CDS	STM0081	94131	94547	0	hypothetical protein
gene	STM0082	94771	95061	11	
CDS	STM0082	94771	95061	11	hypothetical protein
RBS		95064	95069	11	
gene	STM0084	95959	97848	0	
CDS	STM0084	95959	97848	0	sulfatase
RBS	STM0085	98245	98250	0	
CDS	STM0085	98255	98785	0	Required for full activity of KefC, apotassium-proton antiporterglutathione-regulated potassium-efflux systemancillary protein KefF
RBS	STM0085	98765	98770	0	
gene	STM0086	98778	100640	0	
CDS	STM0086	98778	100640	0	transport system that facilitates potassium-effluxglutathione-regulated potassium-efflux systemprotein KefC
RBS	STM0087	100826	100831	0	
CDS	STM0087	100839	101318	0	catalyzes the reduction of dihydrofolate totetrahydrofolatedihydrofolate reductase
gene	STM0088	101424	102272	11	
CDS	STM0088	101424	102272	11	hydrolyzes P(1),P(4)-bis(5'-adenosyl)tetraphosphate to form 2 ADPbis(5'-nucleosyl)-tetraphosphatase
gene	STM0089	102283	102660	11	
CDS	STM0089	102283	102660	11	protein associated with Co2+ and Mg2+ effluxprotein ApaG
gene	STM0090	102663	103484	11	
CDS	STM0090	102663	103484	11	catalyzes the transfer of a total of four methylgroups from S-adenosyl-l-methionine (S-AdoMet) to tworRNA small subunit methyltransferase A
RBS	STM0090	102669	102674	11	
gene	STM0091	103481	104470	11	
CDS	STM0091	103481	104470	11	catalyzes oxidation of4-(phosphohydroxy)-L-threonine into4-hydroxythreonine-4-phosphate dehydrogenase
gene	STM0092	104470	105756	11	
CDS	STM0092	104470	105756	11	peptidyl-prolyl cis-trans isomerase involved in thefolding of extracytoplasmic proteins, especially OmpA,chaperone SurA
RBS	STM0093	105762	105767	11	
CDS	STM0093	105810	108170	11	organic solvent tolerance protein; determinesN-hexane tolerance and is involved in outer membraneLPS-assembly protein LptD
RBS	STM0094	108413	108418	0	
CDS	STM0094	108424	109236	0	functions as a co-chaperone with DnaK; involved inregulation of colanic acid capsule; inner membraneDna-J like protein
gene	STM0095	109331	109990	11	
CDS	STM0095	109331	109990	11	catalyzes the synthesis of pseudouridine fromuracil-746 in 23S ribosomal RNA and from uracil-32 in the23S rRNA/tRNA pseudouridine synthase A
RBS	STM0096	109997	110002	11	
CDS	STM0096	110002	112908	11	ATP-dependent helicase HepA; transcriptionregulator that activates transcription by stimulating RNARNA polymerase-associated protein RapA
gene	STM0097	113082	115433	11	
CDS	STM0097	113082	115433	11	Has polymerase, DNA-binding and 3'-5' exonucleaseactivities. In Aeropyrum pernix this protein is sensitiveDNA polymerase II
RBS	STM0098	115440	115445	11	
CDS	STM0098	115477	116097	11	hypothetical protein
RBS		116097	116102	11	
gene	STM0100	116816	117235	0	
CDS	STM0100	116816	117235	0	cytoplasmic protein
gene	STM0101	117241	117936	11	
CDS	STM0101	117241	117936	11	catalyzes the isomerization of L-ribulose5-phosphate to D-xylulose 5-phosphate in the anaerobicL-ribulose-5-phosphate 4-epimerase
RBS	STM0102	117944	117949	11	
CDS	STM0102	118077	119579	11	catalyzes the formation of L-ribulose fromL-arabinose in L-arabinose catabolismL-arabinose isomerase
RBS	STM0103	119586	119591	11	
CDS	STM0103	119590	121299	11	catalyzes the phosphorylation of ribulose toribulose 5-phosphateribulokinase
RBS		121307	121312	11	
protein_bind		121374	121392	0	
protein_bind		121378	121396	11	
-10_signal		121385	121393	11	
protein_bind		121406	121433	11	
protein_bind		121412	121432	0	
protein_bind		121430	121448	0	
protein_bind		121464	121482	0	
-35_signal		121528	121536	0	
protein_bind		121590	121608	0	
protein_bind		121602	121620	11	
RBS	STM0104	121632	121637	0	
CDS	STM0104	121640	122485	0	positive and negative regulator; regulates thearaBAD and araFGH operons and other genes involved in theDNA-binding transcriptional regulator AraC
RBS	STM0105	122593	122598	0	
CDS	STM0105	122604	123371	0	DedA familyDedA family membrane protein
gene	STM0106	123410	124117	11	
CDS	STM0106	123410	124117	11	with TbpA and ThiP is part of the thiamine and TPPtransport systemthiamine ABC transporter ATP-binding protein
gene	STM0107	124101	125711	11	
CDS	STM0107	124101	125711	11	permease; with TbpA and ThiQ functions in transportof thiamine and thiamine pyrophosphate into the cell;thiamine ABC transporter permease ThiP
RBS	STM0107	124131	124136	11	
gene	STM0108	125687	126670	11	
CDS	STM0108	125687	126670	11	part of the thiamine and TPP transport systemtbpA-thiPQthiamine ABC transporter substrate-bindingprotein ThiP
RBS	STM0108	125723	125728	11	
RBS	STM0109	126675	126680	11	
CDS	STM0109	126848	128506	11	activates sgrS under glucose-phosphate stressconditionsHTH-type transcriptional regulator SgrR
RBS	STM0110	128517	128522	11	
CDS	STM0110	129057	129662	11	catalyzes the isomerization between2-isopropylmalate and 3-isopropylmalate in leucine3-isopropylmalate dehydratase small subunit
RBS	STM0111	129669	129674	11	
CDS	STM0111	129673	131073	11	dehydratase component, catalyzes the isomerizationbetween 2-isopropylmalate and 3-isopropylmalate3-isopropylmalate dehydratase large subunit
gene	STM0112	131076	132167	11	
CDS	STM0112	131076	132167	11	catalyzes the oxidation of 3-isopropylmalate to3-carboxy-4-methyl-2-oxopentanoate in leucine3-isopropylmalate dehydrogenase
RBS	STM0112	131081	131086	11	
gene	STM0113	132167	133738	11	
CDS	STM0113	132167	133738	11	catalyzes the formation of 2-isopropylmalate fromacetyl-CoA and 2-oxoisovalerate in leucine biosynthesis2-isopropylmalate synthase
RBS	STM0113	132176	132181	11	
RBS	STM0114	133753	133758	11	
CDS	STM0114	133826	133912	11	involved in attenuation control of the leuABCDoperon in leucine biosynthesisleu operon leader peptide
RBS		133921	133926	11	
-35_signal		134049	134057	11	
gene	STM0115	134569	135513	0	
CDS	STM0115	134569	135513	0	activator for leuABCD operon; member of LysR familyof transcriptional activatorsHTH-type transcriptional regulator LeuO
protein_bind		135700	135712	0	
protein_bind		135720	135732	0	
-35_signal		135770	135778	0	
-10_signal		135797	135805	0	
RBS	STM0116	135884	135889	0	
CDS	STM0116	135898	137559	0	catalytic subunit; catalyzes the formation of2-acetolactate from pyruvate, leucine sensitiveacetolactate synthase 3 large subunit
protein_bind	STM0116	135926	135938	0	
protein_bind	STM0116	135928	135942	0	
RBS	STM0116	137550	137555	0	
gene	STM0117	137562	138053	0	
CDS	STM0117	137562	138053	0	regulatory subunit; with IlvI catalyzes theformation of 2-acetolactate from pyruvate, the smallacetolactate synthase 3 small subunit
RBS	STM0118	138326	138331	0	
CDS	STM0118	138337	139341	0	binds D-fructose as an inducer; involved inregulation of operons for central pathways of carbonDNA-binding transcriptional regulator FruR
gene	STM04630	139338	139487	11	
CDS	STM04630	139338	139487	11	hypothetical protein
RBS	STM0119	139931	139936	0	
CDS	STM0119	139947	140405	0	MraZ; UPF0040; crystal structure shows similarityto AbrBcell division protein MraZ
RBS	STM0119	140388	140393	0	
gene	STM0120	140407	141348	0	
CDS	STM0120	140407	141348	0	rRNA small subunit methyltransferase H
RBS	STM0120	141333	141338	0	
gene	STM0121	141345	141710	0	
CDS	STM0121	141345	141710	0	membrane bound cell division protein at septumcontaining leucine zipper motifcell division protein FtsL
RBS	STM0122	141709	141714	0	
CDS	STM0122	141726	143492	0	penicillin-binding protein 3peptidoglycan synthase FtsI
RBS	STM0122	143469	143474	0	
gene	STM0123	143479	144966	0	
CDS	STM0123	143479	144966	0	involved in cell wall formation; peptidoglycansynthesis; cytoplasmic enzyme; catalyzes the addition ofUDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
RBS	STM0123	144949	144954	0	
gene	STM0124	144963	146321	0	
CDS	STM0124	144963	146321	0	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
RBS	STM0124	146301	146306	0	
gene	STM0125	146315	147397	0	
CDS	STM0125	146315	147397	0	First step of the lipid cycle reactions in thebiosynthesis of the cell wall peptidoglycanphospho-N-acetylmuramoyl-pentapeptide-transferase
RBS	STM0125	147386	147391	0	
gene	STM0126	147400	148716	0	
CDS	STM0126	147400	148716	0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamatesynthetase; involved in peptidoglycan biosynthesis;UDP-N-acetylmuramoylalanine--D-glutamate ligase
RBS	STM0126	148702	148707	0	
gene	STM0127	148716	149960	0	
CDS	STM0127	148716	149960	0	cell division protein FtsW; integral membraneprotein involved in stabilizing FstZ ring during celllipid II flippase FtsW
RBS	STM0127	149947	149952	0	
gene	STM0128	149957	151024	0	
CDS	STM0128	149957	151024	0	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase; involved in cell wallUDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol
RBS	STM0129	151131	151136	0	
CDS	STM0129	151143	152618	0	Catalyzes the formation ofUDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramateUDP-N-acetylmuramate--L-alanine ligase
RBS	STM0129	152595	152600	0	
gene	STM0130	152611	153531	0	
CDS	STM0130	152611	153531	0	D-alanine--D-alanine ligase; DdlA; DdlB;cytoplasmic; catalyzes the formation of D-alanyl-D-alanineD-alanine--D-alanine ligase
-35_signal	STM0130	153375	153383	0	
-10_signal	STM0130	153401	153409	0	
RBS	STM0130	153514	153519	0	
gene	STM0131	153533	154363	0	
CDS	STM0131	153533	154363	0	involved in septum formationcell division protein FtsQ
RBS	STM0131	154346	154351	0	
gene	STM0132	154360	155622	0	
CDS	STM0132	154360	155622	0	ATP-binding involved in recruitment of FtsK to Zring; essential cell division protein; colocalizes withcell division protein FtsA
STS	STM0132	154911	155147	0	
RBS	STM0133	155670	155675	0	
CDS	STM0133	155683	156834	0	GTPase; similar structure to tubulin; formsring-shaped polymers at the site of cell division; othercell division protein FtsZ
RBS	STM0134	156919	156924	0	
CDS	STM0134	156935	157852	0	zinc-dependent; catalyzes the deacetylation ofUDP-(3-O-acyl)-N-acetylglucosamine toUDP-3-O-[3-hydroxymyristoyl] N-acetylglucosaminedeacetylase
gene	STM0135	158130	158627	0	
CDS	STM0135	158130	158627	0	secM translational pause allows for the initiationof secA translationSecA regulator SecM
gene	STM0136	158689	161394	0	
CDS	STM0136	158689	161394	0	functions in protein export; can interact withacidic membrane phospholipids and the SecYEG proteinpreprotein translocase subunit SecA
RBS	STM0137	161532	161537	0	
CDS	STM0137	161546	161941	0	prefers dGTP; causes AT-GC transversions7,8-dihydro-8-oxoguanine-triphosphatase
gene	STM0137	161975	162109	11	
misc_feature	STM0137	161975	162109	11	fragment of oxidoreductase
gene	STM0138	162263	162454	11	
CDS	STM0138	162263	162454	11	DNA gyrase inhibitor
RBS	STM0139	162460	162465	11	
CDS	STM0139	162464	163207	11	cell division protein ZapD
gene	STM0140	163207	163827	11	
CDS	STM0140	163207	163827	11	catalyzes the phosphorylation of the 3'-hydroxylgroup of dephosphocoenzyme A to form coenzyme A; involveddephospho-CoA kinase
RBS	STM0140	163216	163221	11	
RBS		163830	163835	11	
gene	STM0141	164053	165096	0	
CDS	STM0141	164053	165096	0	guanosine 5'-monophosphate oxidoreductase;catalyzes the NADPH-dependent deamination of GMP toGMP reductase
gene	STM0142	165127	166329	11	
CDS	STM0142	165127	166329	11	involved in biogenesis of fimbriae, proteintransport, DNA uptaketype IV pilin biogenesis protein
gene	STM0143	166319	167704	11	
CDS	STM0143	166319	167704	11	integral membrane protein
RBS	STM0143	166337	166342	11	
RBS	STM0144	167710	167715	11	
CDS	STM0144	167714	168151	11	major pilin subunit
RBS	STM0145	168158	168163	11	
CDS	STM0145	168373	169266	11	quinolinate phosphoribosyltransferase; catalyzesthe formation of pyridine-2,3-dicarboxylate andnicotinate-nucleotide pyrophosphorylase
RBS		169274	169279	11	
gene	STM0146	169354	169917	0	
CDS	STM0146	169354	169917	0	1,6-anhydro-N-acetylmuramyl-L-alanine amidaseAmpD
RBS	STM0146	169903	169908	0	
gene	STM0147	169914	170768	0	
CDS	STM0147	169914	170768	0	involved in regulation of beta-lactamase; signalingproteinregulatory protein AmpE
gene	STM0148	170860	171810	11	
CDS	STM0148	170860	171810	11	hypothetical protein
gene	STM0149	171810	173216	11	
CDS	STM0149	171810	173216	11	Na+/galactoside symporter
RBS	STM0149	171817	171822	11	
RBS	STM0150	173222	173227	11	
CDS	STM0150	173380	174753	11	aromatic amino acid transport protein AroP
RBS		174756	174761	11	
-35_signal		174804	174812	11	
protein_bind		174838	174862	11	
-35_signal		175153	175161	0	
protein_bind		175264	175286	0	
RBS	STM0151	175307	175312	0	
CDS	STM0151	175316	176080	0	activates lctPRD operon; autoregulates itselfthrough repression of pdhR-aceEF-lpdA operon; regulatespyruvate dehydrogenase complex repressor
RBS	STM0152	176227	176232	0	
CDS	STM0152	176240	178903	0	E1 component; part of pyruvate dehydrogenase; formsa complex with DlaT and LpdCpyruvate dehydrogenase decarboxylase subunit E1
RBS	STM0153	178904	178909	0	
CDS	STM0153	178918	180807	0	E2 component of pyruvate dehydrogenase multienzymecomplex; in Escherichia coli AceF contains threepyruvate dehydrogenasedihydrolipoyltransacetylase subunit E2
protein_bind		180798	180814	0	
-35_signal		180898	180906	0	
RBS	STM0154	180998	181003	0	
CDS	STM0154	181007	182431	0	E3 component of pyruvate and 2-oxoglutaratedehydrogenase complex; catalyzes the oxidation ofpyruvate dehydrogenase lipoamide dehydrogenasesubunit E3
RBS	STM0155	182714	182719	0	
CDS	STM0155	182720	183004	0	outer membrane protein
gene	STM0156	183042	183833	11	
CDS	STM0156	183042	183833	11	periplasmic protein
RBS	STM0157	183835	183840	11	
CDS	STM0157	183846	185468	11	outer membrane protein
RBS		185483	185488	11	
gene	STM0158	185857	188454	0	
CDS	STM0158	185857	188454	0	catalyzes the conversion of citrate to isocitrateand the conversion of 2-methylaconitate tobifunctional aconitate hydratase2/2-methylisocitrate dehydratase
gene	STM0159	188515	189357	11	
CDS	STM0159	188515	189357	11	restriction endonuclease
RBS		189358	189363	11	
gene	STM0160	189603	189965	0	
CDS	STM0160	189603	189965	0	hypothetical protein
RBS	STM0161	190186	190191	0	
CDS	STM0161	190200	191153	0	transports degraded pectin products into thebacterial cell2-keto-3-deoxygluconate permease
RBS	STM0161	191145	191150	0	
gene	STM0162	191150	192421	0	
CDS	STM0162	191150	192421	0	inner membrane protein
RBS	STM0162	192403	192408	0	
gene	STM0163	192411	193394	0	
CDS	STM0163	192411	193394	0	catalyzes oxidation of4-(phosphohydroxy)-L-threonine into4-hydroxythreonine-4-phosphate dehydrogenase
RBS	STM0164	193399	193404	0	
CDS	STM0164	193404	194171	0	LysR family transcriptional regulator
gene	STM0165	194201	194995	11	
CDS	STM0165	194201	194995	11	S-adenosylmethionine provides the aminopropylmoiety required for spermidine biosynthesis fromS-adenosylmethionine decarboxylase
RBS	STM0166	195006	195011	11	
CDS	STM0166	195016	195876	11	catalyzes the formation of spermidine fromputrescine and S-adenosylmethioninaminespermidine synthase
RBS	STM0167	195884	195889	11	
CDS	STM0167	195983	196330	11	periplasmic protein
RBS		196337	196342	11	
gene	STM0168	196532	198142	0	
CDS	STM0168	196532	198142	0	laccase; copper-stimulated phenoloxidase andferroxidase which may be involved in copperblue copper oxidase CueO
gene	STM0169	198220	200610	11	
CDS	STM0169	198220	200610	11	glucose dehydrogenase
RBS		200618	200623	11	
gene	STM0170	200816	201352	0	
CDS	STM0170	200816	201352	0	Catalyzes the salvage synthesis ofinosine-5'-monophosphate (IMP) andhypoxanthine phosphoribosyltransferase
gene	STM0171	201410	202072	11	
CDS	STM0171	201410	202072	11	catalyzes the interconversion of bicarbonate andcarbon dioxidecarbonic anhydrase
RBS		202083	202088	11	
gene	STM0172	202181	203107	0	
CDS	STM0172	202181	203107	0	multidrug ABC transporter ATPase
RBS	STM0172	203091	203096	0	
gene	STM0173	203104	203874	0	
CDS	STM0173	203104	203874	0	ABC superfamily membrane proteintransporter
gene	STM0174	203991	205070	11	
CDS	STM0174	203991	205070	11	fimbrial protein
RBS	STM0175	205072	205077	11	
CDS	STM0175	205079	207625	11	fimbrial usher
RBS	STM0176	207626	207631	11	
CDS	STM0176	207652	208335	11	fimbrial chaperone
RBS	STM0177	208336	208341	11	
CDS	STM0177	208383	208922	11	fimbrial subunit
RBS		208923	208928	11	
gene	STM0178	209293	209733	0	
CDS	STM0178	209293	209733	0	PTS system transporter subunit IIA
gene	STM0179	209795	211024	0	
CDS	STM0179	209795	211024	0	xylanase/chitin deacetylase
gene	STM0180	211031	211411	11	
CDS	STM0180	211031	211411	11	Converts L-aspartate to beta-alanine and providesthe major route of beta-alanine production in bacteria.aspartate 1-decarboxylase
RBS	STM0181	211421	211426	11	
CDS	STM0181	211506	212360	11	catalyzes the formation of (R)-pantothenate frompantoate and beta-alaninepantoate synthetase
RBS	STM0182	212368	212373	11	
